timestamp,roll,pitch,yaw,date
22148000,-0.01168938,-0.016708242,-1.7669166,1970-01-01 00:00:22.148000
22204000,-0.011854049,-0.016782902,-1.7651567,1970-01-01 00:00:22.204000
22252000,-0.012135646,-0.015570874,-1.7671323,1970-01-01 00:00:22.252000
22304000,-0.011520632,-0.016703626,-1.7664038,1970-01-01 00:00:22.304000
22356000,-0.012662576,-0.015508721,-1.7652591,1970-01-01 00:00:22.356000
22408000,-0.0118069295,-0.015909078,-1.7671844,1970-01-01 00:00:22.408000
22460000,-0.011706685,-0.016360149,-1.7657012,1970-01-01 00:00:22.460000
22512000,-0.012711724,-0.015441184,-1.7668884,1970-01-01 00:00:22.512000
22564000,-0.012827512,-0.015957167,-1.7669551,1970-01-01 00:00:22.564000
22620000,-0.012789006,-0.015018209,-1.7655747,1970-01-01 00:00:22.620000
22668000,-0.013701259,-0.014901502,-1.7675908,1970-01-01 00:00:22.668000
22720000,-0.013713407,-0.01479009,-1.766015,1970-01-01 00:00:22.720000
22776000,-0.014416923,-0.014515925,-1.7667502,1970-01-01 00:00:22.776000
22828000,-0.0142382,-0.014542216,-1.7668192,1970-01-01 00:00:22.828000
22876000,-0.01407551,-0.014571321,-1.7656151,1970-01-01 00:00:22.876000
22932000,-0.0152823785,-0.014390658,-1.7680213,1970-01-01 00:00:22.932000
22984000,-0.014840192,-0.014817737,-1.7664969,1970-01-01 00:00:22.984000
23032000,-0.014391965,-0.014620693,-1.7667657,1970-01-01 00:00:23.320000
23088000,-0.015304917,-0.014854721,-1.7680937,1970-01-01 00:00:23.880000
23140000,-0.014697709,-0.015361316,-1.7658782,1970-01-01 00:00:23.140000
23192000,-0.01542946,-0.015122514,-1.7676965,1970-01-01 00:00:23.192000
23240000,-0.015966121,-0.015359375,-1.7669824,1970-01-01 00:00:23.240000
23296000,-0.015766112,-0.015228387,-1.7680532,1970-01-01 00:00:23.296000
23344000,-0.016673755,-0.014879091,-1.7679831,1970-01-01 00:00:23.344000
23396000,-0.016338995,-0.015224189,-1.7659901,1970-01-01 00:00:23.396000
23452000,-0.017224643,-0.015080625,-1.768266,1970-01-01 00:00:23.452000
23500000,-0.017437533,-0.015449658,-1.766778,1970-01-01 00:00:23.500000
23556000,-0.016907223,-0.015659416,-1.7665033,1970-01-01 00:00:23.556000
23604000,-0.019088406,-0.015739586,-1.7680486,1970-01-01 00:00:23.604000
23656000,-0.017194567,-0.016406758,-1.7668065,1970-01-01 00:00:23.656000
23712000,-0.018072378,-0.01621772,-1.7677857,1970-01-01 00:00:23.712000
23760000,-0.018087199,-0.016220164,-1.766398,1970-01-01 00:00:23.760000
23812000,-0.016501231,-0.016473453,-1.7671735,1970-01-01 00:00:23.812000
23864000,-0.018350141,-0.015981002,-1.7679104,1970-01-01 00:00:23.864000
23916000,-0.015476979,-0.016661033,-1.7658229,1970-01-01 00:00:23.916000
23972000,-0.015482701,-0.016633388,-1.7679222,1970-01-01 00:00:23.972000
24020000,-0.015906913,-0.016823588,-1.7667783,1970-01-01 00:00:24.200000
24072000,-0.014107897,-0.017809054,-1.7670343,1970-01-01 00:00:24.720000
24128000,-0.016623521,-0.017450508,-1.7680653,1970-01-01 00:00:24.128000
24180000,-0.015086291,-0.018372513,-1.766713,1970-01-01 00:00:24.180000
24228000,-0.017441286,-0.017811004,-1.7686267,1970-01-01 00:00:24.228000
24280000,-0.01950726,-0.01742917,-1.76717,1970-01-01 00:00:24.280000
24332000,-0.016549444,-0.01844203,-1.7665871,1970-01-01 00:00:24.332000
24384000,-0.018944267,-0.017386314,-1.7680422,1970-01-01 00:00:24.384000
24436000,-0.016946074,-0.018118892,-1.7669953,1970-01-01 00:00:24.436000
24492000,-0.014848747,-0.018596914,-1.7669381,1970-01-01 00:00:24.492000
24544000,-0.017312704,-0.017541865,-1.7678415,1970-01-01 00:00:24.544000
24592000,-0.014623317,-0.018412577,-1.7663395,1970-01-01 00:00:24.592000
24644000,-0.013334432,-0.018396156,-1.7675127,1970-01-01 00:00:24.644000
24696000,-0.015285011,-0.01669922,-1.7679297,1970-01-01 00:00:24.696000
24748000,-0.013866504,-0.016597535,-1.7671822,1970-01-01 00:00:24.748000
24800000,-0.014115997,-0.015890129,-1.7676263,1970-01-01 00:00:24.800000
24856000,-0.016076075,-0.014448966,-1.7676433,1970-01-01 00:00:24.856000
24904000,-0.016132537,-0.0145325065,-1.7664806,1970-01-01 00:00:24.904000
24956000,-0.014601036,-0.01434288,-1.7666804,1970-01-01 00:00:24.956000
25008000,-0.016707597,-0.012966579,-1.7676508,1970-01-01 00:00:25.800000
25060000,-0.015670061,-0.014191362,-1.7665993,1970-01-01 00:00:25.600000
25112000,-0.014416808,-0.014650619,-1.7671647,1970-01-01 00:00:25.112000
25168000,-0.016032102,-0.013763215,-1.7672291,1970-01-01 00:00:25.168000
25216000,-0.0150841195,-0.014953238,-1.7663585,1970-01-01 00:00:25.216000
25268000,-0.014087275,-0.015026506,-1.7673703,1970-01-01 00:00:25.268000
25320000,-0.016985433,-0.014360073,-1.7666707,1970-01-01 00:00:25.320000
25372000,-0.0144265,-0.016005728,-1.7653368,1970-01-01 00:00:25.372000
25424000,-0.015419555,-0.014976985,-1.7671901,1970-01-01 00:00:25.424000
25480000,-0.018107267,-0.015094974,-1.7660825,1970-01-01 00:00:25.480000
25528000,-0.015144487,-0.016562998,-1.7665278,1970-01-01 00:00:25.528000
25580000,-0.01864364,-0.015304293,-1.7672008,1970-01-01 00:00:25.580000
25632000,-0.017768513,-0.016318182,-1.7657919,1970-01-01 00:00:25.632000
25688000,-0.016752426,-0.015940018,-1.7668372,1970-01-01 00:00:25.688000
25736000,-0.019552566,-0.014548734,-1.7664758,1970-01-01 00:00:25.736000
25788000,-0.017105201,-0.015808666,-1.765492,1970-01-01 00:00:25.788000
25840000,-0.017760538,-0.014846519,-1.7664505,1970-01-01 00:00:25.840000
25896000,-0.018891351,-0.01586561,-1.7660803,1970-01-01 00:00:25.896000
25948000,-0.015922572,-0.017581753,-1.7666358,1970-01-01 00:00:25.948000
26000000,-0.017355232,-0.016784148,-1.7663782,1970-01-01 00:00:26.000000
26052000,-0.017455459,-0.018443352,-1.7653632,1970-01-01 00:00:26.520000
26104000,-0.016064538,-0.018611792,-1.7675691,1970-01-01 00:00:26.104000
26156000,-0.018473146,-0.017802255,-1.7661341,1970-01-01 00:00:26.156000
26204000,-0.017039932,-0.019956905,-1.7651238,1970-01-01 00:00:26.204000
26260000,-0.017590288,-0.019498885,-1.7675726,1970-01-01 00:00:26.260000
26312000,-0.018930499,-0.02033883,-1.7657126,1970-01-01 00:00:26.312000
26360000,-0.0167946,-0.021395564,-1.7663078,1970-01-01 00:00:26.360000
26416000,-0.017833477,-0.02027995,-1.7670705,1970-01-01 00:00:26.416000
26464000,-0.017739156,-0.021345248,-1.7653465,1970-01-01 00:00:26.464000
26516000,-0.01668021,-0.020401236,-1.7674289,1970-01-01 00:00:26.516000
26568000,-0.018642532,-0.020154824,-1.7659718,1970-01-01 00:00:26.568000
26620000,-0.018239649,-0.021133322,-1.7662702,1970-01-01 00:00:26.620000
26676000,-0.018788261,-0.01967344,-1.767641,1970-01-01 00:00:26.676000
26724000,-0.019923607,-0.0205659,-1.7652296,1970-01-01 00:00:26.724000
26776000,-0.018262891,-0.021113016,-1.7668436,1970-01-01 00:00:26.776000
26828000,-0.018740166,-0.02016286,-1.767393,1970-01-01 00:00:26.828000
26880000,-0.01775099,-0.021596596,-1.7650265,1970-01-01 00:00:26.880000
26936000,-0.016310807,-0.020881103,-1.7675045,1970-01-01 00:00:26.936000
26988000,-0.017767027,-0.020536399,-1.7666373,1970-01-01 00:00:26.988000
27036000,-0.017366203,-0.021455843,-1.7655878,1970-01-01 00:00:27.360000
27088000,-0.017661946,-0.019668886,-1.767807,1970-01-01 00:00:27.880000
27140000,-0.018262343,-0.021177735,-1.7664515,1970-01-01 00:00:27.140000
27192000,-0.017776072,-0.021165993,-1.7671329,1970-01-01 00:00:27.192000
27248000,-0.017755369,-0.020149298,-1.7675258,1970-01-01 00:00:27.248000
27296000,-0.017687842,-0.022329392,-1.7662219,1970-01-01 00:00:27.296000
27348000,-0.016954636,-0.021177923,-1.7680628,1970-01-01 00:00:27.348000
27404000,-0.016923353,-0.021131739,-1.7666731,1970-01-01 00:00:27.404000
27456000,-0.016620435,-0.022806128,-1.7663653,1970-01-01 00:00:27.456000
27504000,-0.016270252,-0.02095472,-1.7679864,1970-01-01 00:00:27.504000
27560000,-0.016753359,-0.022557555,-1.7666864,1970-01-01 00:00:27.560000
27612000,-0.017401379,-0.022679614,-1.7674414,1970-01-01 00:00:27.612000
27664000,-0.016801698,-0.020812266,-1.7679027,1970-01-01 00:00:27.664000
27712000,-0.016541593,-0.023045214,-1.7658536,1970-01-01 00:00:27.712000
27764000,-0.016017498,-0.020969497,-1.7681495,1970-01-01 00:00:27.764000
27820000,-0.015196158,-0.020385576,-1.7675235,1970-01-01 00:00:27.820000
27868000,-0.015440931,-0.021758592,-1.7669173,1970-01-01 00:00:27.868000
27924000,-0.014899254,-0.019439064,-1.7682486,1970-01-01 00:00:27.924000
27972000,-0.014251373,-0.021180382,-1.7663287,1970-01-01 00:00:27.972000
28028000,-0.01514406,-0.02114091,-1.7674456,1970-01-01 00:00:28.280000
28076000,-0.014109155,-0.019495862,-1.7676731,1970-01-01 00:00:28.760000
28128000,-0.014504908,-0.02235267,-1.7666099,1970-01-01 00:00:28.128000
28184000,-0.01513971,-0.020916102,-1.768783,1970-01-01 00:00:28.184000
28232000,-0.015174756,-0.021381577,-1.7673762,1970-01-01 00:00:28.232000
28284000,-0.015956117,-0.022634625,-1.7667917,1970-01-01 00:00:28.284000
28340000,-0.01591437,-0.019954054,-1.7683479,1970-01-01 00:00:28.340000
28388000,-0.016065955,-0.021565996,-1.7669772,1970-01-01 00:00:28.388000
28440000,-0.017748283,-0.020589603,-1.7675307,1970-01-01 00:00:28.440000
28492000,-0.01675236,-0.018593328,-1.767886,1970-01-01 00:00:28.492000
28544000,-0.01703322,-0.020995168,-1.7673224,1970-01-01 00:00:28.544000
28600000,-0.018173667,-0.018940885,-1.7680441,1970-01-01 00:00:28.600000
28648000,-0.016579185,-0.018898495,-1.7680324,1970-01-01 00:00:28.648000
28700000,-0.017657487,-0.02060783,-1.7668129,1970-01-01 00:00:28.700000
28752000,-0.017726757,-0.018067354,-1.7682614,1970-01-01 00:00:28.752000
28808000,-0.016159369,-0.0205285,-1.7673538,1970-01-01 00:00:28.808000
28856000,-0.01883153,-0.020599805,-1.7678299,1970-01-01 00:00:28.856000
28908000,-0.015783379,-0.019234894,-1.7689115,1970-01-01 00:00:28.908000
28960000,-0.0160516,-0.022663623,-1.7672197,1970-01-01 00:00:28.960000
29012000,-0.016088085,-0.019829582,-1.7685934,1970-01-01 00:00:29.120000
29068000,-0.014445667,-0.02117666,-1.7681226,1970-01-01 00:00:29.680000
29116000,-0.015609319,-0.021799639,-1.7681776,1970-01-01 00:00:29.116000
29168000,-0.013996077,-0.019884225,-1.7682645,1970-01-01 00:00:29.168000
29224000,-0.015324108,-0.023311472,-1.768012,1970-01-01 00:00:29.224000
29272000,-0.0155840535,-0.020016238,-1.7693222,1970-01-01 00:00:29.272000
29324000,-0.014215602,-0.022868007,-1.7675177,1970-01-01 00:00:29.324000
29376000,-0.017352927,-0.021756979,-1.7682203,1970-01-01 00:00:29.376000
29428000,-0.014255501,-0.021698594,-1.7688742,1970-01-01 00:00:29.428000
29480000,-0.016318675,-0.024461694,-1.7681704,1970-01-01 00:00:29.480000
29536000,-0.016419368,-0.02148787,-1.7689383,1970-01-01 00:00:29.536000
29583999,-0.015878037,-0.025139034,-1.7681458,1970-01-01 00:00:29.583999
29635999,-0.01825764,-0.022858942,-1.7690667,1970-01-01 00:00:29.635999
29688000,-0.015292759,-0.024008455,-1.7686157,1970-01-01 00:00:29.688000
29744000,-0.01826445,-0.0248712,-1.7687556,1970-01-01 00:00:29.744000
29796000,-0.016476912,-0.021454405,-1.7687335,1970-01-01 00:00:29.796000
29844000,-0.016641255,-0.025127523,-1.7686883,1970-01-01 00:00:29.844000
29896000,-0.01692043,-0.02095861,-1.7688559,1970-01-01 00:00:29.896000
29948000,-0.014085014,-0.023335105,-1.768117,1970-01-01 00:00:29.948000
30000000,-0.017204516,-0.022082347,-1.7688414,1970-01-01 00:00:30.000000
30052000,-0.014879291,-0.021155851,-1.769135,1970-01-01 00:00:30.520000
30104000,-0.016771158,-0.023411745,-1.7683009,1970-01-01 00:00:30.104000
30156000,-0.016562726,-0.019831194,-1.7684165,1970-01-01 00:00:30.156000
30208000,-0.016040122,-0.023381805,-1.7681743,1970-01-01 00:00:30.208000
30260000,-0.01875949,-0.020729408,-1.7686199,1970-01-01 00:00:30.260000
30312000,-0.014902,-0.021801269,-1.768917,1970-01-01 00:00:30.312000
30363999,-0.019223746,-0.02224313,-1.768503,1970-01-01 00:00:30.363999
30415999,-0.016296158,-0.019755116,-1.7687138,1970-01-01 00:00:30.415999
30467999,-0.016478762,-0.023411136,-1.7685717,1970-01-01 00:00:30.467999
30524000,-0.018052941,-0.019834112,-1.7685131,1970-01-01 00:00:30.524000
30576000,-0.014326829,-0.021882836,-1.7684948,1970-01-01 00:00:30.576000
30628000,-0.018336568,-0.021765085,-1.7689238,1970-01-01 00:00:30.628000
30680000,-0.014413959,-0.020417107,-1.7688103,1970-01-01 00:00:30.680000
30732000,-0.016894892,-0.023921441,-1.7689298,1970-01-01 00:00:30.732000
30784000,-0.017133825,-0.020218961,-1.7682878,1970-01-01 00:00:30.784000
30836000,-0.015085158,-0.024051227,-1.768251,1970-01-01 00:00:30.836000
30884000,-0.01908141,-0.021043265,-1.7682531,1970-01-01 00:00:30.884000
30940000,-0.014166474,-0.022249242,-1.7680943,1970-01-01 00:00:30.940000
30988000,-0.018839668,-0.022766339,-1.7676775,1970-01-01 00:00:30.988000
31040000,-0.015566087,-0.020794723,-1.7692152,1970-01-01 00:00:31.400000
31096000,-0.01566274,-0.02412753,-1.7684246,1970-01-01 00:00:31.960000
31148000,-0.018077658,-0.019944837,-1.7674704,1970-01-01 00:00:31.148000
31200000,-0.014288451,-0.023162255,-1.7688047,1970-01-01 00:00:31.200000
31252000,-0.017949073,-0.022116227,-1.7676933,1970-01-01 00:00:31.252000
31300000,-0.013018638,-0.02184176,-1.7680076,1970-01-01 00:00:31.300000
31352000,-0.016243126,-0.023811718,-1.7684001,1970-01-01 00:00:31.352000
31404000,-0.015337608,-0.02032801,-1.7681448,1970-01-01 00:00:31.404000
31456000,-0.014168701,-0.024138652,-1.768188,1970-01-01 00:00:31.456000
31508000,-0.017884951,-0.020563345,-1.7692889,1970-01-01 00:00:31.508000
31560000,-0.013491481,-0.022521418,-1.7685714,1970-01-01 00:00:31.560000
31612000,-0.018217603,-0.022297174,-1.7667437,1970-01-01 00:00:31.612000
31664000,-0.015006844,-0.020530587,-1.766667,1970-01-01 00:00:31.664000
31720000,-0.015574903,-0.023980819,-1.7688069,1970-01-01 00:00:31.720000
31772000,-0.01808868,-0.020370599,-1.7671987,1970-01-01 00:00:31.772000
31824000,-0.013974006,-0.023221847,-1.7679023,1970-01-01 00:00:31.824000
31876000,-0.017437745,-0.022110498,-1.7667491,1970-01-01 00:00:31.876000
31928000,-0.014444745,-0.020662758,-1.768121,1970-01-01 00:00:31.928000
31976000,-0.01660117,-0.022595402,-1.768148,1970-01-01 00:00:31.976000
32032000,-0.015950238,-0.018891286,-1.7668829,1970-01-01 00:00:32.320000
32080000,-0.014230664,-0.02267577,-1.7681407,1970-01-01 00:00:32.800000
32132000,-0.017528363,-0.019656673,-1.766683,1970-01-01 00:00:32.132000
32184000,-0.013810333,-0.021670295,-1.7679769,1970-01-01 00:00:32.184000
32236000,-0.017124632,-0.022193227,-1.7676712,1970-01-01 00:00:32.236000
32292000,-0.015140387,-0.020252002,-1.7664343,1970-01-01 00:00:32.292000
32340000,-0.016194038,-0.023849618,-1.7674394,1970-01-01 00:00:32.340000
32396000,-0.017984122,-0.020137813,-1.766198,1970-01-01 00:00:32.396000
32444000,-0.014636914,-0.022874093,-1.7679152,1970-01-01 00:00:32.444000
32500000,-0.0191614,-0.021763232,-1.7662387,1970-01-01 00:00:32.500000
32552000,-0.016167423,-0.02025129,-1.766777,1970-01-01 00:00:32.552000
32600000,-0.018058985,-0.022507308,-1.7677389,1970-01-01 00:00:32.600000
32652000,-0.016796693,-0.018976904,-1.7657132,1970-01-01 00:00:32.652000
32708000,-0.014928799,-0.022124097,-1.7681097,1970-01-01 00:00:32.708000
32760000,-0.018893698,-0.020113124,-1.7666367,1970-01-01 00:00:32.760000
32812000,-0.014659095,-0.020862771,-1.7664907,1970-01-01 00:00:32.812000
32860000,-0.018115526,-0.021785734,-1.7661856,1970-01-01 00:00:32.860000
32916000,-0.017054792,-0.019716335,-1.7655113,1970-01-01 00:00:32.916000
32968000,-0.01663544,-0.02218661,-1.7683759,1970-01-01 00:00:32.968000
33016000,-0.019013613,-0.019055244,-1.7657558,1970-01-01 00:00:33.160000
33068000,-0.016214661,-0.02126573,-1.7677203,1970-01-01 00:00:33.680000
33124000,-0.018421914,-0.020605313,-1.7669791,1970-01-01 00:00:33.124000
33176000,-0.016440172,-0.018982312,-1.7659616,1970-01-01 00:00:33.176000
33228000,-0.016656177,-0.021160664,-1.7671189,1970-01-01 00:00:33.228000
33280000,-0.018651234,-0.016078623,-1.7642732,1970-01-01 00:00:33.280000
33328000,-0.0047366535,-0.012029845,-1.7600024,1970-01-01 00:00:33.328000
33384000,-0.00063229783,0.0088467,-1.7487363,1970-01-01 00:00:33.384000
33432000,0.014969904,0.026843045,-1.7384666,1970-01-01 00:00:33.432000
33484000,0.0337398,0.049823325,-1.7223216,1970-01-01 00:00:33.484000
33540000,0.053434633,0.07709247,-1.6973021,1970-01-01 00:00:33.540000
33588000,0.07163196,0.09970511,-1.6755455,1970-01-01 00:00:33.588000
33640000,0.08753218,0.123655416,-1.648344,1970-01-01 00:00:33.640000
33696000,0.10208427,0.14813085,-1.6201932,1970-01-01 00:00:33.696000
33744000,0.11281646,0.1737807,-1.5911314,1970-01-01 00:00:33.744000
33796000,0.12014511,0.19230138,-1.5593483,1970-01-01 00:00:33.796000
33852000,0.13290855,0.21822758,-1.5228063,1970-01-01 00:00:33.852000
33900000,0.13924111,0.2361126,-1.4928241,1970-01-01 00:00:33.900000
33952000,0.1501977,0.25680926,-1.456823,1970-01-01 00:00:33.952000
34004000,0.17089945,0.27457514,-1.4201857,1970-01-01 00:00:34.400000
34056000,0.17754698,0.2944158,-1.3832923,1970-01-01 00:00:34.560000
34112000,0.20450771,0.3012695,-1.3422579,1970-01-01 00:00:34.112000
34160000,0.22177096,0.31294644,-1.3056307,1970-01-01 00:00:34.160000
34212000,0.24055937,0.31179085,-1.2672677,1970-01-01 00:00:34.212000
34268000,0.26455367,0.30796313,-1.2269058,1970-01-01 00:00:34.268000
34316000,0.28258952,0.3098339,-1.1877637,1970-01-01 00:00:34.316000
34368000,0.3049703,0.29658124,-1.1510477,1970-01-01 00:00:34.368000
34424000,0.32241207,0.29442993,-1.1077003,1970-01-01 00:00:34.424000
34476000,0.34732398,0.281915,-1.0666534,1970-01-01 00:00:34.476000
34524000,0.36551538,0.27355486,-1.0315682,1970-01-01 00:00:34.524000
34580000,0.38640097,0.26205662,-0.98596126,1970-01-01 00:00:34.580000
34628000,0.4081296,0.25103143,-0.9488709,1970-01-01 00:00:34.628000
34684000,0.43290895,0.23836394,-0.9039678,1970-01-01 00:00:34.684000
34736000,0.4497772,0.22304317,-0.8618165,1970-01-01 00:00:34.736000
34788000,0.4712434,0.20733649,-0.81922567,1970-01-01 00:00:34.788000
34836000,0.49043876,0.18976755,-0.77939427,1970-01-01 00:00:34.836000
34892000,0.50323045,0.16262668,-0.7344198,1970-01-01 00:00:34.892000
34944000,0.51086676,0.1350835,-0.6937995,1970-01-01 00:00:34.944000
34996000,0.5254586,0.1071099,-0.650628,1970-01-01 00:00:34.996000
35048000,0.52960074,0.06986942,-0.60968345,1970-01-01 00:00:35.480000
35100000,0.5246542,0.04034176,-0.56777805,1970-01-01 00:00:35.100000
35148000,0.533612,0.010259748,-0.52890265,1970-01-01 00:00:35.148000
35200000,0.52401215,-0.016525835,-0.48807657,1970-01-01 00:00:35.200000
35252000,0.5144607,-0.04015369,-0.44435474,1970-01-01 00:00:35.252000
