timestamp,lat,lon,alt,date,ground speed,vel_n_m_s,vel_e_m_s,vertical speed
112932000,47.3978211,8.5456269,518.307,1970-01-01 00:01:52.932000,0.01,0,0,-0.02
113136000,47.3978211,8.5456269,518.314,1970-01-01 00:01:53.136000,0.03,-0.01,-0.02,-0.04
113340000,47.397821,8.5456268,518.316,1970-01-01 00:01:53.340000,0.03,0,0,0
113544000,47.397821,8.5456268,518.326,1970-01-01 00:01:53.544000,0.02,0,-0.01,-0.02
113748000,47.397821,8.5456267,518.335,1970-01-01 00:01:53.748000,0.03,-0.03,-0.03,-0.01
113952000,47.397821,8.5456267,518.333,1970-01-01 00:01:53.952000,0.04,-0.02,-0.04,-0.02
114156000,47.3978209,8.5456266,518.339,1970-01-01 00:01:54.156000,0.03,-0.01,-0.01,-0.02
114360000,47.3978208,8.5456265,518.342,1970-01-01 00:01:54.360000,0.03,-0.02,0,0.02
114564000,47.3978208,8.5456265,518.355,1970-01-01 00:01:54.564000,0.04,-0.049999997,-0.03,0.02
114768000,47.3978207,8.5456264,518.354,1970-01-01 00:01:54.768000,0.03,-0.04,0,0.03
114976000,47.3978206,8.5456263,518.349,1970-01-01 00:01:54.976000,0.02,-0.02,-0.02,0
115176000,47.3978206,8.5456263,518.351,1970-01-01 00:01:55.176000,0.03,-0.03,-0.02,0
115380000,47.3978205,8.5456263,518.358,1970-01-01 00:01:55.380000,0.02,-0.03,-0.02,0
115584000,47.3978205,8.5456263,518.349,1970-01-01 00:01:55.584000,0.01,0,-0.02,0
115788000,47.3978205,8.5456262,518.349,1970-01-01 00:01:55.788000,0.01,0,-0.01,0.03
115992000,47.3978205,8.5456262,518.345,1970-01-01 00:01:55.992000,0.01,-0.02,0.01,0.01
116200000,47.3978204,8.5456262,518.343,1970-01-01 00:01:56.200000,0,0.01,0,0.07
116400000,47.3978205,8.5456262,518.338,1970-01-01 00:01:56.400000,0,0,-0.02,0.03
116604000,47.3978204,8.5456263,518.339,1970-01-01 00:01:56.604000,0,-0.01,0,0.04
116808000,47.3978204,8.5456262,518.327,1970-01-01 00:01:56.808000,0,0.02,0,0
117012000,47.3978204,8.5456262,518.332,1970-01-01 00:01:57.120000,0,-0.01,-0.01,0.02
117216000,47.3978205,8.5456262,518.324,1970-01-01 00:01:57.216000,0,0,0.01,0
117424000,47.3978205,8.5456262,518.311,1970-01-01 00:01:57.424000,0,0,0,0.02
117624000,47.3978205,8.5456261,518.31,1970-01-01 00:01:57.624000,0,0,0,0.01
117828000,47.3978205,8.5456261,518.299,1970-01-01 00:01:57.828000,0,-0.01,0.02,0.06
118032000,47.3978204,8.5456261,518.29,1970-01-01 00:01:58.320000,0,-0.01,0.01,0.049999997
118240000,47.3978204,8.5456261,518.279,1970-01-01 00:01:58.240000,0.01,0,-0.01,0.01
118444000,47.3978203,8.5456262,518.269,1970-01-01 00:01:58.444000,0.01,-0.01,0.01,0.089999996
118644000,47.3978203,8.5456261,518.261,1970-01-01 00:01:58.644000,0.01,-0.01,0,0.03
118848000,47.3978203,8.5456261,518.258,1970-01-01 00:01:58.848000,0.02,-0.01,0,0.04
119052000,47.3978203,8.5456261,518.26,1970-01-01 00:01:59.520000,0.01,0,0,0
119256000,47.3978202,8.5456261,518.256,1970-01-01 00:01:59.256000,0.01,0,0,0.02
119460000,47.3978203,8.545626,518.245,1970-01-01 00:01:59.460000,0.02,-0.02,-0.02,0.02
119664000,47.3978202,8.545626,518.242,1970-01-01 00:01:59.664000,0.02,-0.02,-0.02,0.02
119868000,47.3978202,8.5456259,518.239,1970-01-01 00:01:59.868000,0.02,-0.04,-0.03,0.03
120072000,47.3978201,8.5456258,518.227,1970-01-01 00:02:00.720000,0.03,-0.03,0,0.01
120276000,47.3978201,8.5456258,518.224,1970-01-01 00:02:00.276000,0.03,-0.049999997,0,0.08
120480000,47.39782,8.5456258,518.211,1970-01-01 00:02:00.480000,0.02,-0.01,0.02,0.02
120684000,47.3978199,8.5456258,518.199,1970-01-01 00:02:00.684000,0.02,-0.02,0,0.01
120888000,47.3978199,8.5456258,518.197,1970-01-01 00:02:00.888000,0.02,-0.04,0.01,0.049999997
121092000,47.3978199,8.5456258,518.195,1970-01-01 00:02:01.920000,0.02,-0.01,0,0.02
121296000,47.3978198,8.5456258,518.186,1970-01-01 00:02:01.296000,0.02,-0.02,0,0
121500000,47.3978198,8.5456259,518.179,1970-01-01 00:02:01.500000,0.02,-0.02,0.01,0.04
121704000,47.3978197,8.5456259,518.172,1970-01-01 00:02:01.704000,0.02,-0.02,0,0.03
121908000,47.3978197,8.545626,518.164,1970-01-01 00:02:01.908000,0.01,0,-0.02,0.02
122112000,47.3978197,8.5456259,518.151,1970-01-01 00:02:02.112000,0.02,-0.02,0.02,0.03
122316000,47.3978196,8.545626,518.149,1970-01-01 00:02:02.316000,0.02,-0.03,0.02,0.049999997
122520000,47.3978196,8.545626,518.145,1970-01-01 00:02:02.520000,0.01,-0.02,0.02,0.02
122724000,47.3978195,8.545626,518.135,1970-01-01 00:02:02.724000,0.02,-0.01,0,0.02
122928000,47.3978195,8.5456261,518.135,1970-01-01 00:02:02.928000,0.02,0,0.04,0.03
123132000,47.3978195,8.545626,518.143,1970-01-01 00:02:03.132000,0.01,-0.03,0,0.03
123336000,47.3978195,8.545626,518.141,1970-01-01 00:02:03.336000,0.01,0,0,0.01
123540000,47.3978194,8.545626,518.123,1970-01-01 00:02:03.540000,0.01,0,0,0
123744000,47.3978194,8.545626,518.129,1970-01-01 00:02:03.744000,0.01,0,0,-0.01
123948000,47.3978194,8.545626,518.117,1970-01-01 00:02:03.948000,0.01,-0.03,0,0.01
124152000,47.3978194,8.5456259,518.13,1970-01-01 00:02:04.152000,0.01,-0.02,0,-0.01
124356000,47.3978194,8.545626,518.129,1970-01-01 00:02:04.356000,0.01,-0.02,-0.01,0.01
124564000,47.3978193,8.545626,518.124,1970-01-01 00:02:04.564000,0.01,-0.02,-0.01,0.03
124764000,47.3978193,8.545626,518.126,1970-01-01 00:02:04.764000,0,-0.01,0.01,0.03
124968000,47.3978193,8.5456259,518.118,1970-01-01 00:02:04.968000,0,0,-0.01,0
125172000,47.3978193,8.5456259,518.117,1970-01-01 00:02:05.172000,0,-0.01,0.01,0.01
125376000,47.3978193,8.5456259,518.119,1970-01-01 00:02:05.376000,0,0,0,-0.02
125579999,47.3978193,8.5456259,518.125,1970-01-01 00:02:05.579999,0.01,0.01,-0.01,-0.04
125784000,47.3978193,8.545626,518.126,1970-01-01 00:02:05.784000,0.01,0.01,0.01,0.02
125988000,47.3978193,8.5456259,518.121,1970-01-01 00:02:05.988000,0.01,0,-0.03,-0.01
126191999,47.3978194,8.5456258,518.131,1970-01-01 00:02:06.191999,0.02,0.01,-0.03,0
126396000,47.3978194,8.5456257,518.121,1970-01-01 00:02:06.396000,0.02,0,0,0
126600000,47.3978194,8.5456257,518.136,1970-01-01 00:02:06.600000,0.01,0.02,-0.01,0
126804000,47.3978194,8.5456256,518.127,1970-01-01 00:02:06.804000,0.02,0,-0.04,-0.06
127007999,47.3978195,8.5456256,518.136,1970-01-01 00:02:07.799900,0.02,0.03,-0.02,0
127212000,47.3978195,8.5456255,518.132,1970-01-01 00:02:07.212000,0.02,0.03,-0.02,0
127416000,47.3978195,8.5456255,518.127,1970-01-01 00:02:07.416000,0.02,0,-0.02,0
127620000,47.3978195,8.5456254,518.138,1970-01-01 00:02:07.620000,0.02,0.02,-0.02,0.01
127823999,47.3978196,8.5456254,518.136,1970-01-01 00:02:07.823999,0.02,0.03,-0.02,0.01
128028000,47.3978196,8.5456254,518.149,1970-01-01 00:02:08.280000,0.02,0.03,-0.01,-0.03
128232000,47.3978197,8.5456254,518.145,1970-01-01 00:02:08.232000,0.02,0.03,-0.01,-0.03
128435999,47.3978198,8.5456254,518.141,1970-01-01 00:02:08.435999,0.03,0.03,0,-0.02
128640000,47.3978199,8.5456254,518.148,1970-01-01 00:02:08.640000,0.04,0.02,0.01,-0.01
128844000,47.3978199,8.5456255,518.155,1970-01-01 00:02:08.844000,0.04,0.02,0.01,-0.02
129048000,47.3978199,8.5456255,518.158,1970-01-01 00:02:09.480000,0.04,0.02,-0.01,-0.01
129251999,47.39782,8.5456255,518.163,1970-01-01 00:02:09.251999,0.04,0.049999997,0,-0.02
129456000,47.3978201,8.5456256,518.166,1970-01-01 00:02:09.456000,0.04,0.04,0.01,-0.01
129660000,47.3978202,8.5456257,518.166,1970-01-01 00:02:09.660000,0.049999997,0.07,0.01,0.02
129868000,47.3978202,8.5456257,518.169,1970-01-01 00:02:09.868000,0.04,0.04,0.02,0.04
130067999,47.3978203,8.5456258,518.175,1970-01-01 00:02:10.679990,0.03,0.04,0.04,0
130272000,47.3978204,8.545626,518.179,1970-01-01 00:02:10.272000,0.04,0.01,0.03,-0.04
130476000,47.3978204,8.545626,518.179,1970-01-01 00:02:10.476000,0.03,0.02,0.01,-0.01
130679999,47.3978205,8.545626,518.181,1970-01-01 00:02:10.679999,0.02,0,0.03,-0.04
130884000,47.3978205,8.5456261,518.182,1970-01-01 00:02:10.884000,0.04,0,0.02,-0.03
131088000,47.3978205,8.5456262,518.187,1970-01-01 00:02:11.880000,0.03,0.03,0.03,-0.04
131292000,47.3978205,8.5456263,518.192,1970-01-01 00:02:11.292000,0.02,-0.01,0.02,0.01
131495999,47.3978205,8.5456264,518.21,1970-01-01 00:02:11.495999,0.04,0,0.06,-0.01
131700000,47.3978205,8.5456265,518.205,1970-01-01 00:02:11.700000,0.03,0,0.03,-0.02
131904000,47.3978205,8.5456265,518.211,1970-01-01 00:02:11.904000,0.02,0,0.03,0
132108000,47.3978205,8.5456267,518.211,1970-01-01 00:02:12.108000,0.03,0,0.03,-0.04
132312000,47.3978205,8.5456267,518.214,1970-01-01 00:02:12.312000,0.04,-0.01,0.03,-0.01
132516000,47.3978205,8.5456268,518.218,1970-01-01 00:02:12.516000,0.03,-0.03,0.01,0
132720000,47.3978204,8.5456269,518.232,1970-01-01 00:02:12.720000,0.02,0.01,0.02,-0.02
132924000,47.3978204,8.545627,518.241,1970-01-01 00:02:12.924000,0.03,-0.02,0.04,0.01
133128000,47.3978204,8.5456271,518.232,1970-01-01 00:02:13.128000,0.03,-0.01,0.01,0.01
133332000,47.3978204,8.5456271,518.247,1970-01-01 00:02:13.332000,0.02,-0.01,0.01,-0.02
133536000,47.3978203,8.5456272,518.247,1970-01-01 00:02:13.536000,0.03,-0.02,0,0
133740000,47.3978203,8.5456273,518.245,1970-01-01 00:02:13.740000,0.03,-0.01,0.03,0.049999997
133944000,47.3978203,8.5456273,518.236,1970-01-01 00:02:13.944000,0.01,0,0.01,-0.02
134148000,47.3978202,8.5456274,518.261,1970-01-01 00:02:14.148000,0.02,-0.03,0.01,-0.04
134352000,47.3978202,8.5456275,518.256,1970-01-01 00:02:14.352000,0.03,-0.01,0.02,-0.04
134556000,47.3978202,8.5456275,518.259,1970-01-01 00:02:14.556000,0.02,-0.02,0.02,0.01
134760000,47.3978201,8.5456274,518.252,1970-01-01 00:02:14.760000,0.02,-0.02,0.02,-0.01
134964000,47.3978201,8.5456275,518.243,1970-01-01 00:02:14.964000,0.02,0,0.01,0.01
135168000,47.3978201,8.5456276,518.239,1970-01-01 00:02:15.168000,0.02,0,0.01,-0.02
135372000,47.39782,8.5456276,518.247,1970-01-01 00:02:15.372000,0.01,-0.01,0.02,0.01
135576000,47.39782,8.5456276,518.258,1970-01-01 00:02:15.576000,0.02,-0.02,0,0
135780000,47.3978199,8.5456276,518.255,1970-01-01 00:02:15.780000,0.02,-0.02,0.02,-0.02
135984000,47.3978199,8.5456276,518.252,1970-01-01 00:02:15.984000,0.01,-0.03,0,0
136188000,47.3978198,8.5456276,518.249,1970-01-01 00:02:16.188000,0.01,-0.01,-0.01,0
136392000,47.3978198,8.5456276,518.247,1970-01-01 00:02:16.392000,0.01,-0.03,0,-0.01
136596000,47.3978198,8.5456276,518.249,1970-01-01 00:02:16.596000,0.01,0,0,0
136800000,47.3978197,8.5456276,518.253,1970-01-01 00:02:16.800000,0.01,-0.01,0,0.02
137004000,47.3978198,8.5456275,518.253,1970-01-01 00:02:17.400000,0,0,-0.01,-0.03
137208000,47.3978198,8.5456275,518.25,1970-01-01 00:02:17.208000,0,-0.01,0,0.01
137412000,47.3978197,8.5456275,518.261,1970-01-01 00:02:17.412000,0,0,0,0.01
137616000,47.3978197,8.5456276,518.259,1970-01-01 00:02:17.616000,0,-0.01,0.01,-0.04
137820000,47.3978197,8.5456276,518.259,1970-01-01 00:02:17.820000,0,-0.01,0.01,0.01
138024000,47.3978197,8.5456276,518.276,1970-01-01 00:02:18.240000,0,0,0.01,-0.06
138228000,47.3978197,8.5456276,518.278,1970-01-01 00:02:18.228000,0,0,0,-0.01
138432000,47.3978197,8.5456276,518.278,1970-01-01 00:02:18.432000,0,0,0,-0.049999997
138636000,47.3978197,8.5456276,518.28,1970-01-01 00:02:18.636000,0,0.02,0,-0.01
138840000,47.3978197,8.5456276,518.29,1970-01-01 00:02:18.840000,0,-0.01,0,-0.03
139044000,47.3978196,8.5456276,518.294,1970-01-01 00:02:19.440000,0.01,-0.01,0,-0.01
139248000,47.3978196,8.5456276,518.3,1970-01-01 00:02:19.248000,0.01,-0.02,0.01,-0.03
139452000,47.3978196,8.5456276,518.314,1970-01-01 00:02:19.452000,0.01,-0.01,0,-0.06
139656000,47.3978196,8.5456277,518.323,1970-01-01 00:02:19.656000,0.01,-0.02,0.01,0
139860000,47.3978196,8.5456277,518.33,1970-01-01 00:02:19.860000,0.02,-0.02,0.01,-0.02
140068000,47.3978196,8.5456277,518.327,1970-01-01 00:02:20.680000,0.02,0,0.04,-0.03
140268000,47.3978195,8.5456278,518.35,1970-01-01 00:02:20.268000,0.02,-0.01,0.02,-0.04
140472000,47.3978195,8.5456278,518.361,1970-01-01 00:02:20.472000,0.03,-0.01,0.049999997,-0.03
140676000,47.3978195,8.5456279,518.364,1970-01-01 00:02:20.676000,0.02,-0.04,0.04,-0.04
140880000,47.3978194,8.545628,518.363,1970-01-01 00:02:20.880000,0.02,-0.03,0.01,-0.07
141088000,47.3978194,8.545628,518.37,1970-01-01 00:02:21.880000,0.03,-0.04,0,-0.04
141288000,47.3978193,8.5456281,518.377,1970-01-01 00:02:21.288000,0.02,0.01,0.01,-0.02
141492000,47.3978194,8.5456281,518.385,1970-01-01 00:02:21.492000,0.02,-0.01,0.01,0
141700000,47.3978193,8.5456282,518.376,1970-01-01 00:02:21.700000,0.02,-0.01,0.02,0
141900000,47.3978192,8.5456282,518.383,1970-01-01 00:02:21.900000,0.02,-0.02,0.02,-0.01
142104000,47.3978192,8.5456282,518.384,1970-01-01 00:02:22.104000,0.02,0,0.01,-0.04
142308000,47.3978192,8.5456283,518.379,1970-01-01 00:02:22.308000,0.02,-0.02,0,0
142512000,47.3978192,8.5456283,518.375,1970-01-01 00:02:22.512000,0.02,-0.01,0,0.03
142716000,47.3978191,8.5456283,518.385,1970-01-01 00:02:22.716000,0.02,-0.04,0,-0.02
142920000,47.3978191,8.5456283,518.378,1970-01-01 00:02:22.920000,0.02,-0.02,0.02,0.04
143124000,47.3978191,8.5456283,518.367,1970-01-01 00:02:23.124000,0.02,-0.02,0.01,0.08
143328000,47.397819,8.5456284,518.362,1970-01-01 00:02:23.328000,0.01,0,0,-0.01
143532000,47.397819,8.5456284,518.358,1970-01-01 00:02:23.532000,0.01,-0.01,-0.01,0.01
143736000,47.397819,8.5456284,518.349,1970-01-01 00:02:23.736000,0.01,0.01,0,0.01
143940000,47.3978189,8.5456284,518.338,1970-01-01 00:02:23.940000,0.01,-0.01,-0.01,0.049999997
144144000,47.3978189,8.5456283,518.335,1970-01-01 00:02:24.144000,0,-0.01,-0.01,0.14
144348000,47.3978189,8.5456283,518.32,1970-01-01 00:02:24.348000,0,-0.01,0.02,0.03
144552000,47.3978189,8.5456284,518.305,1970-01-01 00:02:24.552000,0.01,-0.01,-0.02,0.04
144756000,47.397819,8.5456283,518.302,1970-01-01 00:02:24.756000,0.01,0.01,0,0.03
144960000,47.3978189,8.5456283,518.3,1970-01-01 00:02:24.960000,0.01,0.03,-0.03,0.04
145164000,47.397819,8.5456282,518.286,1970-01-01 00:02:25.164000,0.02,0,-0.03,0.06
145368000,47.3978189,8.5456282,518.274,1970-01-01 00:02:25.368000,0.03,0.01,-0.03,0.049999997
145576000,47.397819,8.5456281,518.262,1970-01-01 00:02:25.576000,0.03,0.03,-0.01,0.04
145776000,47.397819,8.545628,518.253,1970-01-01 00:02:25.776000,0.03,0.01,-0.03,0.049999997
145984000,47.397819,8.545628,518.247,1970-01-01 00:02:25.984000,0.03,0.04,0,0.07
146184000,47.3978191,8.545628,518.228,1970-01-01 00:02:26.184000,0.03,0,0,0.02
146388000,47.3978191,8.5456279,518.217,1970-01-01 00:02:26.388000,0.03,0.04,-0.01,0.06
146592000,47.3978191,8.5456278,518.207,1970-01-01 00:02:26.592000,0.02,0,0,0.06
146796000,47.3978192,8.5456277,518.197,1970-01-01 00:02:26.796000,0.03,0.01,-0.03,0.02
147000000,47.3978192,8.5456277,518.194,1970-01-01 00:02:27.000000,0.04,0.01,-0.049999997,-0.01
147204000,47.3978193,8.5456275,518.179,1970-01-01 00:02:27.204000,0.04,0.02,-0.06,0.03
147408000,47.3978193,8.5456274,518.181,1970-01-01 00:02:27.408000,0.04,0,-0.06,0.02
147612000,47.3978193,8.5456272,518.166,1970-01-01 00:02:27.612000,0.049999997,0,-0.049999997,0.07
147816000,47.3978193,8.5456271,518.163,1970-01-01 00:02:27.816000,0.04,0.04,-0.049999997,0.04
148020000,47.3978194,8.545627,518.151,1970-01-01 00:02:28.200000,0.04,0,-0.04,0.049999997
148224000,47.3978194,8.5456269,518.143,1970-01-01 00:02:28.224000,0.04,0,-0.06,0.02
148428000,47.3978194,8.5456268,518.134,1970-01-01 00:02:28.428000,0.03,0.01,-0.03,0.08
148632000,47.3978194,8.5456267,518.12,1970-01-01 00:02:28.632000,0.02,0,-0.03,0.06
148836000,47.3978194,8.5456266,518.114,1970-01-01 00:02:28.836000,0.03,0.02,-0.02,0.06
149040000,47.3978194,8.5456265,518.098,1970-01-01 00:02:29.400000,0.02,0.01,-0.02,0.049999997
149244000,47.3978195,8.5456265,518.081,1970-01-01 00:02:29.244000,0.01,0.01,0,0.01
149448000,47.3978195,8.5456264,518.069,1970-01-01 00:02:29.448000,0.02,0.01,-0.02,0.04
149652000,47.3978195,8.5456264,518.065,1970-01-01 00:02:29.652000,0.02,0,-0.01,0.04
149856000,47.3978196,8.5456263,518.07,1970-01-01 00:02:29.856000,0.02,0,-0.04,0.04
150060000,47.3978196,8.5456263,518.073,1970-01-01 00:02:30.600000,0.02,-0.03,-0.04,0.049999997
150264000,47.3978196,8.5456262,518.068,1970-01-01 00:02:30.264000,0.03,0,-0.02,0.01
150468000,47.3978195,8.5456261,518.058,1970-01-01 00:02:30.468000,0.03,-0.01,-0.04,-0.01
150672000,47.3978195,8.545626,518.059,1970-01-01 00:02:30.672000,0.02,0,-0.02,-0.049999997
150876000,47.3978195,8.5456259,518.053,1970-01-01 00:02:30.876000,0.02,0,-0.03,0
151080000,47.3978195,8.5456259,518.065,1970-01-01 00:02:31.800000,0.03,0,-0.03,0
151288000,47.3978195,8.5456258,518.067,1970-01-01 00:02:31.288000,0.03,-0.02,-0.049999997,-0.02
151488000,47.3978195,8.5456257,518.072,1970-01-01 00:02:31.488000,0.02,0,-0.01,-0.01
151692000,47.3978195,8.5456256,518.077,1970-01-01 00:02:31.692000,0.03,0,-0.03,-0.03
151896000,47.3978195,8.5456255,518.084,1970-01-01 00:02:31.896000,0.03,0.02,-0.01,-0.04
152100000,47.3978194,8.5456254,518.093,1970-01-01 00:02:32.100000,0.03,-0.01,-0.06,-0.04
152304000,47.3978195,8.5456254,518.098,1970-01-01 00:02:32.304000,0.03,0,-0.04,0.02
152512000,47.3978195,8.5456253,518.104,1970-01-01 00:02:32.512000,0.03,0,-0.03,-0.07
152712000,47.3978194,8.5456251,518.108,1970-01-01 00:02:32.712000,0.03,-0.01,-0.04,0
152916000,47.3978194,8.5456251,518.122,1970-01-01 00:02:32.916000,0.02,0,-0.03,-0.03
153120000,47.3978194,8.545625,518.122,1970-01-01 00:02:33.120000,0.02,-0.01,0,-0.03
153324000,47.3978194,8.5456249,518.126,1970-01-01 00:02:33.324000,0.02,0,-0.02,-0.04
153528000,47.3978194,8.5456248,518.127,1970-01-01 00:02:33.528000,0.01,0.02,-0.01,-0.049999997
153732000,47.3978194,8.5456248,518.143,1970-01-01 00:02:33.732000,0.01,0.01,-0.02,-0.01
153936000,47.3978194,8.5456248,518.144,1970-01-01 00:02:33.936000,0.01,0.03,-0.03,0
154140000,47.3978195,8.5456248,518.149,1970-01-01 00:02:34.140000,0.01,-0.01,0,0
154344000,47.3978195,8.5456248,518.156,1970-01-01 00:02:34.344000,0.01,0.01,0,0
154548000,47.3978195,8.5456248,518.157,1970-01-01 00:02:34.548000,0.01,0,0,-0.01
154752000,47.3978195,8.5456248,518.163,1970-01-01 00:02:34.752000,0.01,0.02,0,-0.04
154956000,47.3978196,8.5456248,518.167,1970-01-01 00:02:34.956000,0.01,0.01,0,-0.01
155160000,47.3978196,8.5456248,518.172,1970-01-01 00:02:35.160000,0.02,0.01,-0.01,0
155364000,47.3978196,8.5456248,518.189,1970-01-01 00:02:35.364000,0.02,0.01,-0.01,-0.04
155568000,47.3978197,8.5456248,518.187,1970-01-01 00:02:35.568000,0.01,0.02,0.01,-0.02
155772000,47.3978197,8.5456248,518.193,1970-01-01 00:02:35.772000,0.02,0.01,-0.02,0
155976000,47.3978197,8.5456247,518.197,1970-01-01 00:02:35.976000,0.01,0,0,-0.04
156180000,47.3978198,8.5456248,518.209,1970-01-01 00:02:36.180000,0.01,0.01,0.02,-0.049999997
156384000,47.3978198,8.5456248,518.225,1970-01-01 00:02:36.384000,0.01,0.02,0.02,-0.06
156588000,47.3978198,8.5456249,518.225,1970-01-01 00:02:36.588000,0.01,0.01,0.01,-0.01
